University/College Name;School Link;City;State;Name of the state;Control;Region;Accessible to Metropolitan Area;Setting;Insituation Size;Coeducational or Single-sex?;HBCU?;Primary Focus;Undergraduate?;Where do most students live?;Religious;Budget Category;Tuition and fees without aid;Room and board;Total cost of attendance without aid;Cost of Attendance from year;Types of Aid for international students;Number of international students awarded financial aid/scholarships;Percentage of International students who receive aid;Average amount awarded;Average cost in 2023-2024 after aid (merit or need);Total awarded in millions;Meets full demonstrated need?;Amount of largest Merit Scholarship;Scholarship's Name and Information;Scholarship's Link;Scholarship's Information;2024-2025 adjusted tuition after Merit Scholarship;2024-2025 cost of attendance after largest Merit Scholarship;How to apply;Acceptance rate;International admission rate;Yield (approximate);International yield;Class of 2027 - international applications;Class of 2027 - international students admitted;Class of 2027 international accepted offer/enrolled;Regular Decision acceptance rate;Regular Decision acceptance rate from class year;Early plan offered?;Early Decision 2 offered?;Early Decision acceptance rate;Early Decision acceptance rate from year;Early Decision advantage over Regular Decision;Percent of class of 2027 filled ED;Early Action acceptance rate;Early Action acceptance rate from class year;Early Action advantage over Regular Decision;Testing Requirements;Percent of accepted students who submitted SAT scores;Percent of accepted students who submitted ACT scores;SAT comp 50%ile;SAT Math 25%ile;SAT Math 75%ile;SAT EBRW 25%ile;SAT EBRW 75%ile;ACT comp 25%ile;ACT comp 50%ile;ACT compo 75%ile;ACT math 25%ile;ACT math 75%ile;ACT English 25%ile;ACT English 75%ile;ACT Reading 25%ile;ACT Reading 75%ile;ACT Science 25%ile;ACT Science 75%ile;Testing - main data source;International 4-year graduation rate (IPEDS);International 5-year graduation rate (IPEDS);International 6-year graduation rate (IPEDS);Percent of international graduates who take longer than 4 years;International transfer-out rate;Early Decision application deadline;Early Action application deadline;Priority Deadline;Rolling admission?;Regular Decision deadline;Accepts applications after deadline on space available basis?;Early Action/Early Decision document deadline;Early Action/Early Decision financial aid deadline;Latest testing for Early Action/Early Decision;Early Action/Early Decision notification date;Early Decision 2 Application deadline;Early Decision 2 Financial aid deadline;Early Decision 2 Notification Date;Regular Decision document deadline;Latest testing accepted Regular Decision;Regular Decision/only financial aid deadline;Regular Decision notification date;Latest CDS available;US News National Universities 2025;Times Higher Education 2024 World Universities;THE - rank within USA;QS World Universities;QS World Universities (within United States);WSJ Best Colleges Rank;WSJ Best Colleges Score;US News National Liberal Arts Colleges;QS World International student rank;QS World International Student score;US News Undergrad CS;US News CS: AI;QS Computer Science;CSRankings.org Overall ranking;US News Undergraduate Business;QS Business;US News Undergrad Economics;US News Top 50 engineering? either doctorate or non-doctorate;US News Undergrad Engineering programs: Doctorate;US News Undergrad Engineering programs: Non- Doctorate;US News Undergrad Mechanical Engineering;US News Undergrad Electrical Engineering;US News Undergraduate Computer Engineering;US News Undergrad Biomedical Engineering;US News Undergrad Chemical Engineering;Abortion law status (NYT, as of October 28, 2024);Currently legal until;Gun deaths (non- suicide) per 100,000, 2018-2022, by county (Dept. of Health);On-campus violent crimes (non-sexual) reported 2018-2022, average per year (OPE);On-campus rapes/sexual assaults reported 2018-2022 - average per year (OPE);Source_List1;Source_List2;Source_List3;Source_List4;Source_List5;Source_List6
SUNY - Binghamton University;;Binghamton;NY;New York;Public;Northeast (Mid-Atlantic);;Suburb: Midsize;10K - 20K;Coeducational;No;Arts and Sciences;High;On-campus;0-None;$50.000;$30.243;$18.809;$53.052;;Merit;138;24%;$5.919;$45.828;$0.8m;No;not specified;International Student Scholarships;https://www.binghamton.edu/financial-aid/types-of-aid/scholarships/index.html;A limited number of Merit Scholarships are awarded to international students based on academic excellence. Consideration is automatic with the admission application. No separate application needed.;;;Unclear;37,7%;61,0%;17%;7%;1763;1075;70;26%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
SUNY - Binghamton University;https://www.binghamton.edu;Binghamton;NY;New York;Public;Northeast (Mid-Atlantic);;Suburb: Midsize;10K - 20K;Coeducational;No;Arts and Sciences;High;On-campus;0-None;$50.000;$30.243;$18.809;$53.052;24-25;Merit;138;24%;$5.919;$45.828;$0.8m;No;not specified;International Student Scholarships;https://www.binghamton.edu/financial-aid/types-of-aid/scholarships/index.html;A limited number of Merit Scholarships are awarded to international students based on academic excellence. Consideration is automatic with the admission application. No separate application needed.;;;Unclear;37,7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
SUNY - Oneonta;https://www.oneonta.edu;Oneonta;NY;New York;Public;Northeast (Mid-Atlantic);;Town: Remote;5K - 10K;Coeducational;No;Balanced;Very High;On-campus;0-None;$40.000;$19.214;$16.310;$39.524;24-25;Merit;;;;$39.042;;No;;;;;;TBD;Unclear;70,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
SUNY - Plattsburgh;https://www.plattsburgh.edu;Plattsburgh;NY;New York;Public;Northeast (Mid-Atlantic);;Town: Distant;1K - 9K;Coeducational;No;Professional;Very High;On-campus;0-None;;$18.881;$17.230;$40.111;24-25;Merit;240;FLAG;$8.517;;;No;$13.500;Global Diversity Award, Campus Community Award, Acade;https://www.plattsburgh.edu/admissions/international/scholarships.html;A range of merit-based scholarships for new international students. All applicants are automatically considered upon admission. No separate application is required.;$5.381;$26.611;Automatic consideration;75%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
SUNY - Stony Brook University;;Stony Brook;NY;New York;Public;Northeast (Mid-Atlantic);New York City;Suburb: Large;20K+;Coeducational;No;Arts and Sciences;Majority;On-campus;0-None;$50.000;$32.454;$18.478;$54.932;;Limited;416;29%;$3.298;$48.714;$1.4m;No;;;;;;TBD;Unclear;49,0%;71,4%;14%;7%;5105;3645;259;49%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
SUNY - Stony Brook University;https://www.stonybrook.edu;Stony Brook;NY;New York;Public;Northeast (Mid-Atlantic);New York City;Suburb: Large;20K+;Coeducational;No;Arts and Sciences;Majority;On-campus;0-None;$50.000;$32.454;$18.478;$54.932;24-25;Limited;416;29%;$3.298;$48.714;$1.4m;No;;;;;;TBD;Unclear;49,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
SUNY - University at Albany;;Albany;NY;New York;Public;Northeast (Mid-Atlantic);;City: Midsize;10K - 20K;Coeducational;No;Arts and Sciences;High;On-campus;0-None;$45.000;$30.991;$16.423;$51.414;;Merit;213;56%;$7.168;$42.012;$1.5m;No;;;;;;TBD;Unclear;70%;61%;13%;-;;-;-;60%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
SUNY - University at Albany;https://www.albany.edu;Albany;NY;New York;Public;Northeast (Mid-Atlantic);;City: Midsize;10K - 20K;Coeducational;No;Arts and Sciences;High;On-campus;0-None;$45.000;$30.991;$16.423;$51.414;24-25;Merit;213;56%;$7.168;$42.012;$1.5m;No;;;;;;TBD;Unclear;70%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
SUNY - University at Buffalo;;Buffalo;NY;New York;Public;Northeast (Mid-Atlantic);;Suburb: Large;20K+;Coeducational;No;Balanced;Majority;On-campus;0-None;$45.000;$30.571;$17.426;$51.997;;Merit;496;20%;$8.830;$42.496;$4.4m;No;not specified;Flagship Scholarship;https://www.buffalo.edu/internationaladmissions/learn-about-ub/affordable-costs-and-funding-opportunities/scholarships-funding.html;A merit-based scholarship for international first-year students. All applicants are automatically considered upon admission. No separate application is needed.;;;Automatic consideration;69,3%;73,6%;16%;9%;5142;3785;355;62%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
SUNY - University at Buffalo;https://www.buffalo.edu;Buffalo;NY;New York;Public;Northeast (Mid-Atlantic);;Suburb: Large;20K+;Coeducational;No;Balanced;Majority;On-campus;0-None;$45.000;$30.571;$17.426;$51.997;24-25;Merit;496;20%;$8.830;$42.496;$4.4m;No;not specified;Flagship Scholarship;https://www.buffalo.edu/internationaladmissions/learn-about-ub/affordable-costs-and-funding-opportunities/scholarships-funding.html;A merit-based scholarship for international first-year students. All applicants are automatically considered upon admission. No separate application is needed.;;;Automatic consideration;69,3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
SUNY College of Environmental Science and Fo;;Syracuse;NY;New York;Public;Northeast (Mid-Atlantic);;City: Midsize;1K - 9K;Coeducational;No;Balanced;High;On-campus;0-None;$40.000;$22.170;$18.080;$44.250;;Merit;20;48%;$5.035;$37.781;$0.1m;No;;;;;;TBD;Unclear;83%;81%;14%;-;;-;;72%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
SUNY College of Environmental Science and Fo;https://www.esf.edu;Syracuse;NY;New York;Public;Northeast (Mid-Atlantic);;City: Midsize;1K - 9K;Coeducational;No;Balanced;High;On-campus;0-None;$40.000;$22.170;$18.080;$44.250;24-25;Merit;20;48%;$5.035;$37.781;$0.1m;No;;;;;;TBD;Unclear;83%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
Susquehanna University;;Selingsgrove;PA;Pennsylvania;Private;Northeast (Mid-Atlantic);;Town: Distant;1K - 9K;Coeducational;No;Arts and Sciences;Very High;On-campus;2-Slightly;;$59.850;$16.100;$79.950;;Merit;23;75%;$49.408;;$1.1m;No;$45.000;International Student Merit Scholarship;https://www.susqu.edu/admission-and-aid/tuition-and-financial-aid/financial-aid-options/scholarships/;All international applicants are automatically considered for merit-based scholarships upon admission. No separate application is necessary.;$14.850;$34.950;Automatic consideration;79%;38%;12%;-;;-;;72%;;Both;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
Susquehanna University;https://www.susqu.edu;Selingsgrove;PA;Pennsylvania;Private;Northeast (Mid-Atlantic);;Town: Distant;1K - 9K;Coeducational;No;Arts and Sciences;Very High;On-campus;2-Slightly;;$59.850;$16.100;$79.950;24-25;Merit;23;75%;$49.408;;$1.1m;No;$45.000;International Student Merit Scholarship;https://www.susqu.edu/admission-and-aid/tuition-and-financial-aid/financial-aid-options/scholarships/;All international applicants are automatically considered for merit-based scholarships upon admission. No separate application is necessary.;$14.850;$34.950;Automatic consideration;79%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
Swarthmore College;;Swarthmore;PA;Pennsylvania;Private;Northeast (Mid-Atlantic);Philadelphia, PA;Suburb: Large;1K - 9K;Coeducational;No;Arts and Sciences;Exclusively;On-campus;1-Historically;$10.000;$65.494;$20.308;$89.802;;Both;78;34%;$77.679;$7.697;$6.1m;Yes (Need-aware);Full Tuition;McCabe Scholarship;https://www.swarthmore.edu/mccabe-scholars;A scholarship for students from specific areas in Southeastern Pennsylvania, Delmarva Peninsula, and Montgomery County, MD. It is not an international student scholarship.;$0;$24.308;Automatic consideration;7,0%;3%;42%;-;;-;-;6,0%;;Early Decision only;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;generous_aid;affordable;;;international_playlist
Swarthmore College;;Swarthmore;PA;Pennsylvania;Private;Northeast (Mid-Atlantic);Philadelphia, PA;Suburb: Large;1K - 9K;Coeducational;No;Arts and Sciences;Exclusively;On-campus;1-Historically;$10.000;$65.494;$20.308;$89.802;24-25;Both;78;34%;$77.679;$7.697;$6.1m;Yes (Need-aware);Full Tuition;McCabe Scholarship;https://www.swarthmore.edu/mccabe-scholars;A scholarship for students from specific areas in Southeastern Pennsylvania, Delmarva Peninsula, and Montgomery County, MD. It is not an international student scholarship.;$0;$24.308;Automatic consideration;7,0%;3%;42%;-;;-;-;;;Early Decision only;Yes;15,9%;2027;2.7x;52%;;;;Optional;40%;14%;1520;740;790;720;770;33;34;34;31;35;34;35;CDS24;;;;;76%;88%;88%;14%;;11/15/2024;;;;1/4/2025;;11/15/2024;11/15/2024;Not specified;Mid-December;1/4/2025;;Late-March;;February;1/4/2025;;23-24;;;;741;111;11;85,9;3;520;21,6;100;;741;;;;30;Yes;;30;;100;;;;Legal;24 weeks;7,4;0;8,6;;generous_aid;affordable;;;international_playlist
Swarthmore College;https://www.swarthmore.edu;Swarthmore;PA;Pennsylvania;Private;Northeast (Mid-Atlantic);Philadelphia, PA;Suburb: Large;1K - 9K;Coeducational;No;Arts and Sciences;Exclusively;On-campus;1-Historically;$10.000;$65.494;$20.308;$89.802;24-25;Both;78;34%;$77.679;$7.697;$6.1m;Yes (Need-aware);Full Tuition;McCabe Scholarship;https://www.swarthmore.edu/mccabe-scholars;A scholarship for students from specific areas in Southeastern Pennsylvania, Delmarva Peninsula, and Montgomery County, MD. It is not an international student scholarship.;$0;$24.308;Automatic consideration;7,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;generous_aid;affordable;;;international_playlist
Sweet Briar College;;Sweet Briar;VA;Virginia;Private;Southeast;;Rural: Fringe;<1K;Women's;No;Arts and Sciences;Very High;On-campus;0-None;$20.000;$26.160;$15.230;$45.390;;Both;41;100%;$25.824;$18.006;$1.1m;No;not specified;Presidential Scholarship;https://www.sbc.edu/financial-aid/international-students/;A competitive, full-tuition scholarship. Requires a separate application, and finalists are invited for an interview. Other merit awards are considered automatically upon admission.;;;;72%;;17%;-;;-;;59%;;Both;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;affordable;;;international_playlist
Sweet Briar College;https://www.sbc.edu;Sweet Briar;VA;Virginia;Private;Southeast;;Rural: Fringe;<1K;Women's;No;Arts and Sciences;Very High;On-campus;0-None;$20.000;$26.160;$15.230;$45.390;24-25;Both;41;100%;$25.824;$18.006;$1.1m;No;not specified;Presidential Scholarship;https://www.sbc.edu/financial-aid/international-students/;A competitive, full-tuition scholarship. Requires a separate application, and finalists are invited for an interview. Other merit awards are considered automatically upon admission.;;;;72%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
Syracuse University;;Syracuse;NY;New York;Private;Northeast (Mid-Atlantic);;City: Midsize;20K+;Coeducational;No;Balanced;Majority;On-campus;1-Historically;$80.000;$65.528;$19.188;$88.716;;Merit;871;49%;$6.076;$79.429;$5.3m;No;Full Tuition;Full Tuition 1870 Scholarship;https://financialaid.syr.edu/scholarships/su/merit-based-scholarships-for-international-students/;The premier Merit Scholarship. A select group of top applicants are invited to apply. It is not open to all students.;$0;$23.188;Automatic consideration;43,1%;57,3%;23%;16%;4268;2445;386;42,0%;;Early Decision only;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
Syracuse University;https://www.syracuse.edu;Syracuse;NY;New York;Private;Northeast (Mid-Atlantic);;City: Midsize;20K+;Coeducational;No;Balanced;Majority;On-campus;1-Historically;$80.000;$65.528;$19.188;$88.716;24-25;Merit;871;49%;$6.076;$79.429;$5.3m;No;Full Tuition;Full Tuition 1870 Scholarship;https://financialaid.syr.edu/scholarships/su/merit-based-scholarships-for-international-students/;The premier Merit Scholarship. A select group of top applicants are invited to apply. It is not open to all students.;$0;$23.188;Automatic consideration;43,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
Tarleton State University;https://www.tarleton.edu;Stephenville;TX;Texas;Public;South (Central);;Town: Remote;10K - 20K;Coeducational;No;Professional;Very High;On-campus;0-None;;$26.664;$10.920;$41.584;24-25;Merit;454;FLAG;$6.584;;;No;$9.000;Non-Resident Tuition Waiver;https://www.tarleton.edu/scholarships/;A waiver of out-of-state tuition fees is available to non-residents and international students who receive a competitive university scholarship of a certain amount.;$17.664;$32.584;Automatic consideration;61%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
Taylor University;https://www.taylor.edu;Upland;IN;Indiana;Private;Midwest (Great Lakes);;Rural: Distant;1K - 9K;Coeducational;No;Balanced;Very High;Off-campus;5-Very;$25.000;$40.464;$11.528;$55.992;24-25;Merit;91;85%;$30.343;$23.649;$2.8m;No;;;;;;TBD;Unclear;76,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
Temple University;;Philadelphia;PA;Pennsylvania;Public;Northeast (Mid-Atlantic);Philadelphia, PA;City: Large;20K+;Coeducational;No;Professional;High;On-campus;0-None;$45.000;$38.837;$14.744;$57.581;;Merit;399;55%;$13.739;$43.157;$5.5m;No;Full Tuition;President's Scholar Award;https://payingforcollege.temple.edu/what-financial-aid/financial-aid-offer/scholarships/international-student-scholarships;The premier scholarship for the most accomplished applicants. Consideration is automatic with the admission application. No separate application is required.;$0;$18.744;Automatic consideration;82,9%;62,0%;12%;8%;3024;1876;149;76%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
Temple University;https://www.temple.edu;Philadelphia;PA;Pennsylvania;Public;Northeast (Mid-Atlantic);Philadelphia, PA;City: Large;20K+;Coeducational;No;Professional;High;On-campus;0-None;$45.000;$38.837;$14.744;$57.581;24-25;Merit;399;55%;$13.739;$43.157;$5.5m;No;Full Tuition;President's Scholar Award;https://payingforcollege.temple.edu/what-financial-aid/financial-aid-offer/scholarships/international-student-scholarships;The premier scholarship for the most accomplished applicants. Consideration is automatic with the admission application. No separate application is required.;$0;$18.744;Automatic consideration;82,9%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
Tennessee Tech University;https://www.tntech.edu;Cookeville;TN;Tennessee;Public;Southeast;;Town: Remote;10K - 20K;Coeducational;No;Professional;Very High;On-campus;0-None;$25.000;$15.576;$12.764;$32.340;24-25;Merit;113;67%;$14.562;$20.056;$1.6m;No;;;;;;;Unclear;83%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
Tennessee Wesleyan University;https://www.tnwesleyan.edu;Athens;TN;Tennessee;Private;Southeast;;Town: Distant;1K - 9K;Coeducational;No;Professional;Very High;Off-campus;2-Slightly;$15.000;$30.814;$9.458;$44.272;24-25;Both;58;100%;$27.815;$14.865;;;;;;;;;Unclear;59%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
Texas A&M University-College Station;;College Station;TX;Texas;Public;South (Central);Houston, TX;City: Midsize;20K+;Coeducational;No;Balanced;High;On-campus;0-None;$25.000;$40.307;$13.008;$57.315;;Merit;214;33%;$34.246;$23.236;$7.3m;No;OOS waiver;Non-Resident Tuition Waiver;https://aggie.tamu.edu/getmedia/8b433c87-e930-4502-b5e7-5876971258ca/ScholarshipHandbook2324.pdf;Based on the PDF, international students who receive a competitive university scholarship of at least $4,000 are eligible to receive a waiver for the out-of-state portion of their tuition.;$12.413;$29.421;Automatic consideration;63,1%;63,5%;43%;15%;1707;1084;167;63%;;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;affordable;;;international_playlist
Texas A&M University-College Station;;College Station;TX;Texas;Public;South (Central);Houston, TX;City: Midsize;20K+;Coeducational;No;Balanced;High;On-campus;0-None;$25.000;$40.307;$13.008;$57.315;;Merit;214;33%;$34.246;$23.236;$7.3m;No;OOS waiver;Non-Resident Tuition Waiver;https://aggie.tamu.edu/getmedia/8b433c87-e930-4502-b5e7-5876971258ca/ScholarshipHandbook2324.pdf;Based on the PDF, international students who receive a competitive university scholarship of at least $4,000 are eligible to receive a waiver for the out-of-state portion of their tuition.;$12.413;$29.421;Automatic consideration;63,1%;63,5%;43%;15%;1707;1084;167;;63%;Early Action Only;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;global_top_225;;international_playlist
Texas A&M University-College Station;https://www.tamu.edu;College Station;TX;Texas;Public;South (Central);Houston, TX;City: Midsize;20K+;Coeducational;No;Balanced;High;On-campus;0-None;$25.000;$40.307;$13.008;$57.315;23-24;Merit;214;33%;$34.246;$23.236;$7.3m;No;OOS waiver;Non-Resident Tuition Waiver;https://aggie.tamu.edu/getmedia/8b433c87-e930-4502-b5e7-5876971258ca/ScholarshipHandbook2324.pdf;Based on the PDF, international students who receive a competitive university scholarship of at least $4,000 are eligible to receive a waiver for the out-of-state portion of their tuition.;$12.413;$29.421;Automatic consideration;63,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
Texas A&M University-Commerce;https://www.tamuc.edu;Commerce;TX;Texas;Public;South (Central);Dallas, TX;Town: Distant;10K - 20K;Coeducational;No;Arts and Sciences;High;On-campus;0-None;$30.000;$22.326;$10.840;$37.166;24-25;Merit;45;28%;$9.577;$26.857;$0.4m;No;;;;;;;Unclear;78%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
Texas Christian University;;Fort Worth;TX;Texas;Private;South (Central);Dallas, TX;City: Large;10K - 20K;Coeducational;No;Professional;High;Off-campus;2-Slightly;$30.000;$61.740;$16.700;$82.440;;Both;414;87%;$48.086;$27.934;$19.9m;No;Full Tuition;Chancellor's Scholars Program;https://chancellor.tcu.edu/initiatives/chancellors-scholars-program/;TCU's most prestigious scholarship, covering full tuition. Requires a separate application and participation in an interview weekend for finalists.;$0;$20.700;By invitation only;42,6%;26,5%;28%;32%;1028;272;86;24,4%;;Both;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;affordable;;;international_playlist
Texas Christian University;https://www.tcu.edu;Fort Worth;TX;Texas;Private;South (Central);Dallas, TX;City: Large;10K - 20K;Coeducational;No;Professional;High;Off-campus;2-Slightly;$30.000;$61.740;$16.700;$82.440;24-25;Both;414;87%;$48.086;$27.934;$19.9m;No;Full Tuition;Chancellor's Scholars Program;https://chancellor.tcu.edu/initiatives/chancellors-scholars-program/;TCU's most prestigious scholarship, covering full tuition. Requires a separate application and participation in an interview weekend for finalists.;$0;$20.700;By invitation only;42,6%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
Texas State University;https://www.txstate.edu;Round Rock;TX;Texas;Public;South (Central);Austin, TX;City: Small;20K+;Coeducational;No;Balanced;High;Off-campus;0-None;$20.000;$24.507;$11.555;$40.062;24-25;Merit;216;77%;$20.121;$19.359;$4.3m;No;$12.000;Assured Scholarship;https://www.finaid.txst.edu/scholarships/freshman/assured.html;This program is for Texas residents only and is not applicable to international students.;$12.507;$28.062;Automatic consideration;88,8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;affordable;;;international_playlist
Texas Tech University;https://www.ttu.edu;Lubbock;TX;Texas;Public;South (Central);;City: Large;20K+;Coeducational;No;Professional;High;On-campus;0-None;$35.000;$24.152;$10.742;$38.894;23-24;Merit;429;74%;$6.761;$32.150;$2.9m;No;OOS waiver;Presidential Scholarship;https://www.depts.ttu.edu/international/scholarships/firstyear-transfer.php;Awarded automatically to new international undergraduate students based on their SAT/ACT scores. No separate application is required.;$11.852;$26.594;Automatic consideration;70,9%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;international_playlist
The Catholic University of America;;Washington;DC;Dist. of Columbia;Private;Northeast (Mid-Atlantic);Washington, DC;City: Large;5K - 10K;Coeducational;No;Balanced;Majority;On-campus;6-Primarily;$40.000;$58.378;$19.490;$81.868;;Merit;70;97%;$41.438;$35.766;$1.6m;No;Full Tuition;Archdiocesan Scholarship;https://www.catholic.edu/admission/undergraduate/first-year-students/scholarships/index.html;A full-tuition scholarship for students from a U.S. Archdiocese or Diocese. Not applicable to most international students. The top general merit award is the University Honors Scholarship, which is awarded automatically.;$0;$23.490;By invitation only;84%;46%;17%;-;;-;;84%;;Both;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;early_admission;;;;;international_playlist
